instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
1990,3/28/2011,2,0,3,18,0,1,1,1,13.12,15.15,21,19.0012,241
1991,3/28/2011,2,0,3,19,0,1,1,1,12.3,15.15,22,8.9981,173
1992,3/28/2011,2,0,3,20,0,1,1,1,13.12,16.665,22,7.0015,112
1993,3/28/2011,2,0,3,21,0,1,1,1,13.12,16.665,21,8.9981,61
1994,3/28/2011,2,0,3,22,0,1,1,1,12.3,14.395,22,15.0013,40
1995,3/28/2011,2,0,3,23,0,1,1,1,11.48,12.88,24,19.9995,19
1996,3/29/2011,2,0,3,0,0,2,1,1,10.66,11.365,28,22.0028,16
1997,3/29/2011,2,0,3,1,0,2,1,1,9.84,10.605,32,19.9995,4
1998,3/29/2011,2,0,3,2,0,2,1,1,9.84,10.605,32,19.9995,3
1999,3/29/2011,2,0,3,3,0,2,1,1,9.84,10.605,32,19.9995,3
2000,3/29/2011,2,0,3,4,0,2,1,1,8.2,10.605,44,11.0014,2
2001,3/29/2011,2,0,3,5,0,2,1,1,9.02,10.605,37,16.9979,8
2002,3/29/2011,2,0,3,6,0,2,1,1,9.02,10.605,41,19.9995,50
2003,3/29/2011,2,0,3,7,0,2,1,1,9.02,9.85,41,23.9994,133
2004,3/29/2011,2,0,3,8,0,2,1,1,9.84,10.605,35,23.9994,287
2005,3/29/2011,2,0,3,9,0,2,1,1,11.48,12.88,28,26.0027,172
2006,3/29/2011,2,0,3,10,0,2,1,1,12.3,13.635,24,19.9995,59
2007,3/29/2011,2,0,3,11,0,2,1,2,13.94,15.15,25,26.0027,81
2008,3/29/2011,2,0,3,12,0,2,1,1,13.94,16.665,25,11.0014,106
2009,3/29/2011,2,0,3,13,0,2,1,1,13.94,15.15,25,19.9995,104
2010,3/29/2011,2,0,3,14,0,2,1,1,14.76,16.665,25,16.9979,86
2011,3/29/2011,2,0,3,15,0,2,1,1,15.58,19.695,25,15.0013,87
2012,3/29/2011,2,0,3,16,0,2,1,1,15.58,19.695,22,11.0014,136
2013,3/29/2011,2,0,3,17,0,2,1,1,16.4,20.455,20,8.9981,299
2014,3/29/2011,2,0,3,18,0,2,1,1,14.76,18.18,21,6.0032,294
2015,3/29/2011,2,0,3,19,0,2,1,1,13.94,16.665,23,12.998,190
2016,3/29/2011,2,0,3,20,0,2,1,1,14.76,18.18,21,6.0032,132
2017,3/29/2011,2,0,3,21,0,2,1,1,13.94,18.18,42,0,83
2018,3/29/2011,2,0,3,22,0,2,1,1,13.94,18.18,49,0,55
2019,3/29/2011,2,0,3,23,0,2,1,2,13.12,16.665,57,7.0015,35
2020,3/30/2011,2,0,3,0,0,3,1,2,13.12,17.425,57,0,11
2021,3/30/2011,2,0,3,1,0,3,1,1,13.12,17.425,39,0,10
2022,3/30/2011,2,0,3,2,0,3,1,2,13.12,17.425,57,0,4
2023,3/30/2011,2,0,3,3,0,3,1,2,13.12,17.425,49,0,4
2024,3/30/2011,2,0,3,4,0,3,1,2,13.12,17.425,57,0,1
2025,3/30/2011,2,0,3,5,0,3,1,2,12.3,14.395,56,12.998,7
2026,3/30/2011,2,0,3,6,0,3,1,2,12.3,15.15,49,8.9981,48
2027,3/30/2011,2,0,3,7,0,3,1,2,13.12,16.665,45,7.0015,136
2028,3/30/2011,2,0,3,8,0,3,1,2,13.12,15.91,49,11.0014,263
2029,3/30/2011,2,0,3,9,0,3,1,2,13.12,15.15,45,15.0013,154
2030,3/30/2011,2,0,3,10,0,3,1,2,13.94,15.91,46,15.0013,64
2031,3/30/2011,2,0,3,11,0,3,1,2,13.94,15.91,46,16.9979,90
2032,3/30/2011,2,0,3,12,0,3,1,2,13.94,16.665,46,11.0014,80
2033,3/30/2011,2,0,3,13,0,3,1,2,14.76,17.425,46,15.0013,98
2034,3/30/2011,2,0,3,14,0,3,1,2,14.76,16.665,46,19.9995,80
2035,3/30/2011,2,0,3,15,0,3,1,3,11.48,12.88,81,19.9995,70
2036,3/30/2011,2,0,3,16,0,3,1,3,11.48,13.635,87,16.9979,36
2037,3/30/2011,2,0,3,17,0,3,1,3,10.66,13.635,93,7.0015,116
2038,3/30/2011,2,0,3,18,0,3,1,2,10.66,12.88,93,15.0013,85
2039,3/30/2011,2,0,3,19,0,3,1,2,10.66,12.88,93,15.0013,72
2040,3/30/2011,2,0,3,20,0,3,1,3,9.84,10.605,93,19.9995,44
2041,3/30/2011,2,0,3,21,0,3,1,2,9.84,11.365,93,16.9979,27
2042,3/30/2011,2,0,3,22,0,3,1,3,9.84,11.365,93,15.0013,24
2043,3/30/2011,2,0,3,23,0,3,1,3,9.84,10.605,93,19.0012,12
2044,3/31/2011,2,0,3,0,0,4,1,3,9.84,11.365,93,15.0013,3
2045,3/31/2011,2,0,3,1,0,4,1,3,9.84,11.365,93,12.998,5
2046,3/31/2011,2,0,3,2,0,4,1,3,9.84,11.365,93,12.998,5
2047,3/31/2011,2,0,3,3,0,4,1,3,9.84,11.365,93,15.0013,1
2048,3/31/2011,2,0,3,4,0,4,1,3,9.84,11.365,93,16.9979,2
2049,3/31/2011,2,0,3,5,0,4,1,3,9.84,11.365,93,15.0013,8
2050,3/31/2011,2,0,3,6,0,4,1,3,9.84,10.605,93,19.9995,36
2051,3/31/2011,2,0,3,7,0,4,1,3,9.84,11.365,93,16.9979,92
2052,3/31/2011,2,0,3,8,0,4,1,2,9.84,11.365,100,16.9979,192
2053,3/31/2011,2,0,3,9,0,4,1,3,10.66,12.12,93,16.9979,132
2054,3/31/2011,2,0,3,10,0,4,1,3,10.66,12.12,93,16.9979,69
2055,3/31/2011,2,0,3,11,0,4,1,3,11.48,13.635,93,12.998,58
2056,3/31/2011,2,0,3,12,0,4,1,3,11.48,13.635,93,12.998,90
2057,3/31/2011,2,0,3,13,0,4,1,3,12.3,15.15,87,8.9981,68
2058,3/31/2011,2,0,3,14,0,4,1,3,12.3,15.15,87,8.9981,76
2059,3/31/2011,2,0,3,15,0,4,1,3,12.3,13.635,87,19.9995,65
2060,3/31/2011,2,0,3,16,0,4,1,2,12.3,14.395,87,16.9979,85
2061,3/31/2011,2,0,3,17,0,4,1,2,12.3,14.395,87,16.9979,168
2062,3/31/2011,2,0,3,18,0,4,1,2,12.3,15.15,87,8.9981,177
2063,3/31/2011,2,0,3,19,0,4,1,2,12.3,15.15,87,8.9981,130
2064,3/31/2011,2,0,3,20,0,4,1,3,11.48,12.88,93,19.0012,85
2065,3/31/2011,2,0,3,21,0,4,1,2,11.48,13.635,93,11.0014,60
2066,3/31/2011,2,0,3,22,0,4,1,3,11.48,13.635,93,16.9979,51
2067,3/31/2011,2,0,3,23,0,4,1,3,10.66,12.88,100,11.0014,27
2068,4/1/2011,2,0,4,0,0,5,1,3,10.66,12.88,100,11.0014,6
2069,4/1/2011,2,0,4,1,0,5,1,3,10.66,12.88,100,11.0014,4
2070,4/1/2011,2,0,4,2,0,5,1,3,10.66,12.88,93,12.998,7
2071,4/1/2011,2,0,4,3,0,5,1,2,9.84,11.365,93,16.9979,4
2072,4/1/2011,2,0,4,4,0,5,1,2,9.84,11.365,93,16.9979,3
2073,4/1/2011,2,0,4,5,0,5,1,3,9.84,11.365,93,15.0013,12
2074,4/1/2011,2,0,4,6,0,5,1,3,9.84,11.365,93,15.0013,28
2075,4/1/2011,2,0,4,7,0,5,1,3,9.84,12.12,93,0,95
2076,4/1/2011,2,0,4,8,0,5,1,2,10.66,12.12,87,16.9979,206
2077,4/1/2011,2,0,4,9,0,5,1,1,13.12,14.395,70,23.9994,173
2078,4/1/2011,2,0,4,10,0,5,1,1,13.12,15.15,66,19.0012,75
2079,4/1/2011,2,0,4,11,0,5,1,1,13.12,14.395,61,23.9994,89
2080,4/1/2011,2,0,4,12,0,5,1,1,13.94,15.15,53,23.9994,95
2081,4/1/2011,2,0,4,13,0,5,1,1,14.76,16.665,50,23.9994,110
2082,4/1/2011,2,0,4,14,0,5,1,2,14.76,16.665,46,23.9994,87
2083,4/1/2011,2,0,4,15,0,5,1,1,13.94,15.15,46,27.9993,111
2084,4/1/2011,2,0,4,16,0,5,1,1,13.94,15.15,46,27.9993,167
2085,4/1/2011,2,0,4,17,0,5,1,1,13.94,15.15,46,22.0028,281
2086,4/1/2011,2,0,4,18,0,5,1,1,13.94,15.15,46,22.0028,241
2087,4/1/2011,2,0,4,19,0,5,1,1,13.94,15.15,49,22.0028,136
2088,4/1/2011,2,0,4,20,0,5,1,1,13.12,15.91,53,12.998,77
2089,4/1/2011,2,0,4,21,0,5,1,1,13.12,16.665,53,8.9981,93
2090,4/1/2011,2,0,4,22,0,5,1,1,12.3,15.15,56,11.0014,74
2091,4/1/2011,2,0,4,23,0,5,1,1,12.3,15.91,61,6.0032,53
2092,4/2/2011,2,0,4,0,0,6,0,2,12.3,16.665,61,0,32
2093,4/2/2011,2,0,4,1,0,6,0,1,10.66,13.635,65,8.9981,32
2094,4/2/2011,2,0,4,2,0,6,0,1,9.84,12.12,75,8.9981,21
2095,4/2/2011,2,0,4,3,0,6,0,1,9.84,12.12,70,11.0014,9
2096,4/2/2011,2,0,4,4,0,6,0,1,9.84,12.12,70,11.0014,5
2097,4/2/2011,2,0,4,5,0,6,0,2,9.84,12.12,75,11.0014,5
2098,4/2/2011,2,0,4,6,0,6,0,1,10.66,13.635,70,7.0015,12
2099,4/2/2011,2,0,4,7,0,6,0,2,10.66,13.635,70,7.0015,18
2100,4/2/2011,2,0,4,8,0,6,0,1,12.3,15.91,70,7.0015,55
2101,4/2/2011,2,0,4,9,0,6,0,2,13.94,17.425,66,7.0015,87
2102,4/2/2011,2,0,4,10,0,6,0,2,14.76,17.425,57,11.0014,154
2103,4/2/2011,2,0,4,11,0,6,0,2,16.4,20.455,47,11.0014,198
2104,4/2/2011,2,0,4,12,0,6,0,3,13.12,16.665,81,8.9981,184
2105,4/2/2011,2,0,4,13,0,6,0,1,13.94,16.665,81,8.9981,137
2106,4/2/2011,2,0,4,14,0,6,0,3,13.12,15.15,76,22.0028,190
2107,4/2/2011,2,0,4,15,0,6,0,3,13.94,15.15,76,26.0027,136
2108,4/2/2011,2,0,4,16,0,6,0,1,15.58,19.695,62,22.0028,196
2109,4/2/2011,2,0,4,17,0,6,0,1,15.58,19.695,54,23.9994,184
2110,4/2/2011,2,0,4,18,0,6,0,1,15.58,19.695,54,12.998,179
2111,4/2/2011,2,0,4,19,0,6,0,1,14.76,16.665,53,23.9994,148
2112,4/2/2011,2,0,4,20,0,6,0,1,13.94,15.91,53,19.0012,85
2113,4/2/2011,2,0,4,21,0,6,0,1,13.12,15.15,61,16.9979,77
2114,4/2/2011,2,0,4,22,0,6,0,1,13.12,15.15,61,19.9995,55
2115,4/2/2011,2,0,4,23,0,6,0,1,13.12,15.91,61,11.0014,53
2116,4/3/2011,2,0,4,0,0,0,0,1,12.3,14.395,65,12.998,39
2117,4/3/2011,2,0,4,1,0,0,0,1,12.3,15.91,61,7.0015,34
2118,4/3/2011,2,0,4,2,0,0,0,1,10.66,13.635,70,8.9981,24
2119,4/3/2011,2,0,4,3,0,0,0,1,12.3,16.665,61,0,11
2120,4/3/2011,2,0,4,4,0,0,0,1,11.48,15.15,70,6.0032,3
2121,4/3/2011,2,0,4,5,0,0,0,1,11.48,13.635,65,15.0013,5
2122,4/3/2011,2,0,4,6,0,0,0,1,11.48,13.635,65,12.998,33
2123,4/3/2011,2,0,4,7,0,0,0,1,13.12,15.15,57,15.0013,33
2124,4/3/2011,2,0,4,8,0,0,0,1,13.94,16.665,57,11.0014,62
2125,4/3/2011,2,0,4,9,0,0,0,1,14.76,15.91,50,32.9975,142
2126,4/3/2011,2,0,4,10,0,0,0,1,16.4,20.455,43,27.9993,215
2127,4/3/2011,2,0,4,11,0,0,0,1,17.22,21.21,41,16.9979,243
2128,4/3/2011,2,0,4,12,0,0,0,1,18.04,21.97,38,19.0012,313
2129,4/3/2011,2,0,4,13,0,0,0,1,18.04,21.97,33,19.9995,367
2130,4/3/2011,2,0,4,14,0,0,0,1,18.86,22.725,31,8.9981,349
2131,4/3/2011,2,0,4,15,0,0,0,2,18.86,22.725,33,0,292
2132,4/3/2011,2,0,4,16,0,0,0,2,18.86,22.725,31,12.998,303
2133,4/3/2011,2,0,4,17,0,0,0,2,18.86,22.725,28,8.9981,274
2134,4/3/2011,2,0,4,18,0,0,0,2,18.86,22.725,31,0,172
2135,4/3/2011,2,0,4,19,0,0,0,2,17.22,21.21,44,12.998,144
2136,4/3/2011,2,0,4,20,0,0,0,3,17.22,21.21,41,15.0013,79
2137,4/3/2011,2,0,4,21,0,0,0,2,17.22,21.21,44,15.0013,45
2138,4/3/2011,2,0,4,22,0,0,0,1,16.4,20.455,43,7.0015,36
2139,4/3/2011,2,0,4,23,0,0,0,1,16.4,20.455,50,6.0032,31
2140,4/4/2011,2,0,4,0,0,1,1,1,16.4,20.455,50,15.0013,6
2141,4/4/2011,2,0,4,1,0,1,1,1,16.4,20.455,56,23.9994,11
2142,4/4/2011,2,0,4,2,0,1,1,1,15.58,19.695,66,16.9979,2
2143,4/4/2011,2,0,4,3,0,1,1,1,15.58,19.695,66,19.0012,1
2144,4/4/2011,2,0,4,4,0,1,1,1,15.58,19.695,71,19.9995,2
2145,4/4/2011,2,0,4,5,0,1,1,1,16.4,20.455,62,16.9979,7
2146,4/4/2011,2,0,4,6,0,1,1,1,17.22,21.21,58,19.0012,46
2147,4/4/2011,2,0,4,7,0,1,1,2,18.04,21.97,54,16.9979,157
2148,4/4/2011,2,0,4,8,0,1,1,2,18.86,22.725,55,19.9995,339
2149,4/4/2011,2,0,4,9,0,1,1,2,20.5,24.24,51,26.0027,158
2150,4/4/2011,2,0,4,10,0,1,1,2,22.14,25.76,45,23.9994,90
2151,4/4/2011,2,0,4,11,0,1,1,1,24.6,31.06,40,26.0027,124
2152,4/4/2011,2,0,4,12,0,1,1,1,26.24,31.06,36,31.0009,157
2153,4/4/2011,2,0,4,13,0,1,1,1,27.88,31.82,34,22.0028,139
2154,4/4/2011,2,0,4,14,0,1,1,2,30.34,32.575,27,32.9975,123
2155,4/4/2011,2,0,4,15,0,1,1,1,31.16,33.335,23,36.9974,143
2156,4/4/2011,2,0,4,16,0,1,1,1,31.16,32.575,22,35.0008,189
2157,4/4/2011,2,0,4,17,0,1,1,1,30.34,32.575,23,40.9973,366
2158,4/4/2011,2,0,4,18,0,1,1,2,29.52,31.82,23,32.9975,386
2159,4/4/2011,2,0,4,19,0,1,1,1,28.7,31.82,24,31.0009,278
2160,4/4/2011,2,0,4,20,0,1,1,2,28.7,31.82,24,36.9974,173
2161,4/4/2011,2,0,4,21,0,1,1,2,28.7,31.82,30,30.0026,95
2162,4/4/2011,2,0,4,22,0,1,1,2,27.88,31.82,36,31.0009,75
2163,4/4/2011,2,0,4,23,0,1,1,2,26.24,31.06,47,15.0013,48
2164,4/5/2011,2,0,4,0,0,2,1,1,25.42,31.06,50,7.0015,22
2165,4/5/2011,2,0,4,1,0,2,1,3,25.42,31.06,57,27.9993,15
2166,4/5/2011,2,0,4,2,0,2,1,2,22.14,25.76,73,22.0028,5
2167,4/5/2011,2,0,4,3,0,2,1,2,22.14,25.76,73,22.0028,4
2168,4/5/2011,2,0,4,4,0,2,1,3,20.5,24.24,88,32.9975,2
2169,4/5/2011,2,0,4,5,0,2,1,3,18.86,22.725,94,19.9995,5
2170,4/5/2011,2,0,4,6,0,2,1,2,19.68,23.485,88,22.0028,38
2171,4/5/2011,2,0,4,7,0,2,1,2,19.68,23.485,88,22.0028,134
2172,4/5/2011,2,0,4,8,0,2,1,3,15.58,19.695,87,39.0007,157
2173,4/5/2011,2,0,4,9,0,2,1,3,14.76,15.91,87,32.9975,46
2174,4/5/2011,2,0,4,10,0,2,1,3,13.94,15.15,81,26.0027,28
2175,4/5/2011,2,0,4,11,0,2,1,3,13.12,14.395,81,30.0026,19
2176,4/5/2011,2,0,4,12,0,2,1,2,13.94,15.15,71,26.0027,38
2177,4/5/2011,2,0,4,13,0,2,1,2,14.76,16.665,63,27.9993,56
2178,4/5/2011,2,0,4,14,0,2,1,2,14.76,15.91,57,32.9975,76
2179,4/5/2011,2,0,4,15,0,2,1,1,16.4,20.455,46,31.0009,68
2180,4/5/2011,2,0,4,16,0,2,1,1,15.58,19.695,46,27.9993,130
2181,4/5/2011,2,0,4,17,0,2,1,1,17.22,21.21,38,27.9993,273
2182,4/5/2011,2,0,4,18,0,2,1,1,15.58,19.695,40,32.9975,267
2183,4/5/2011,2,0,4,19,0,2,1,1,14.76,16.665,43,19.9995,160
2184,4/5/2011,2,0,4,20,0,2,1,1,13.94,15.91,46,19.0012,91
2185,4/5/2011,2,0,4,21,0,2,1,1,13.94,14.395,46,35.0008,89
2186,4/5/2011,2,0,4,22,0,2,1,1,13.12,15.15,49,19.9995,46
2187,4/5/2011,2,0,4,23,0,2,1,1,12.3,14.395,49,19.0012,26
2188,4/6/2011,2,0,4,0,0,3,1,1,12.3,15.91,49,7.0015,15
2189,4/6/2011,2,0,4,1,0,3,1,1,10.66,13.635,60,8.9981,2
2190,4/6/2011,2,0,4,2,0,3,1,1,9.84,12.12,70,8.9981,5
2191,4/6/2011,2,0,4,3,0,3,1,1,10.66,13.635,60,8.9981,4
2192,4/6/2011,2,0,4,4,0,3,1,1,9.84,12.12,65,8.9981,1
2193,4/6/2011,2,0,4,5,0,3,1,1,9.84,12.88,70,7.0015,13
2194,4/6/2011,2,0,4,6,0,3,1,1,9.84,12.88,70,7.0015,56
2195,4/6/2011,2,0,4,7,0,3,1,1,10.66,13.635,65,7.0015,133
2196,4/6/2011,2,0,4,8,0,3,1,1,13.12,15.15,61,15.0013,325
2197,4/6/2011,2,0,4,9,0,3,1,1,14.76,16.665,46,16.9979,165
2198,4/6/2011,2,0,4,10,0,3,1,1,16.4,20.455,37,26.0027,69
2199,4/6/2011,2,0,4,11,0,3,1,1,17.22,21.21,38,26.0027,93
2200,4/6/2011,2,0,4,12,0,3,1,1,18.04,21.97,41,16.9979,134
2201,4/6/2011,2,0,4,13,0,3,1,1,18.86,22.725,38,32.9975,112
2202,4/6/2011,2,0,4,14,0,3,1,1,20.5,24.24,34,27.9993,115
2203,4/6/2011,2,0,4,15,0,3,1,1,21.32,25,32,22.0028,117
2204,4/6/2011,2,0,4,16,0,3,1,1,22.14,25.76,28,27.9993,169
2205,4/6/2011,2,0,4,17,0,3,1,1,21.32,25,32,30.0026,356
2206,4/6/2011,2,0,4,18,0,3,1,1,21.32,25,29,23.9994,325
2207,4/6/2011,2,0,4,19,0,3,1,1,20.5,24.24,31,19.9995,232
2208,4/6/2011,2,0,4,20,0,3,1,1,18.86,22.725,51,15.0013,141
2209,4/6/2011,2,0,4,21,0,3,1,1,18.86,22.725,41,19.0012,102
2210,4/6/2011,2,0,4,22,0,3,1,1,18.86,22.725,41,19.0012,84
2211,4/6/2011,2,0,4,23,0,3,1,1,18.86,22.725,41,19.9995,40
2212,4/7/2011,2,0,4,0,0,4,1,1,18.86,22.725,41,19.0012,20
2213,4/7/2011,2,0,4,1,0,4,1,1,17.22,21.21,47,8.9981,13
2214,4/7/2011,2,0,4,2,0,4,1,1,17.22,21.21,54,0,7
2215,4/7/2011,2,0,4,3,0,4,1,1,14.76,17.425,66,12.998,3
2216,4/7/2011,2,0,4,4,0,4,1,1,13.94,16.665,76,12.998,1
2217,4/7/2011,2,0,4,5,0,4,1,1,13.94,15.91,76,15.0013,6
2218,4/7/2011,2,0,4,6,0,4,1,1,13.12,15.15,81,16.9979,64
2219,4/7/2011,2,0,4,7,0,4,1,2,13.94,16.665,76,11.0014,160
2220,4/7/2011,2,0,4,8,0,4,1,1,14.76,17.425,76,12.998,314
2221,4/7/2011,2,0,4,9,0,4,1,2,16.4,20.455,66,8.9981,170
2222,4/7/2011,2,0,4,10,0,4,1,2,17.22,21.21,67,7.0015,95
2223,4/7/2011,2,0,4,11,0,4,1,2,18.86,22.725,55,0,122
2224,4/7/2011,2,0,4,12,0,4,1,2,18.86,22.725,55,0,153
2225,4/7/2011,2,0,4,13,0,4,1,2,21.32,25,48,6.0032,135
2226,4/7/2011,2,0,4,14,0,4,1,1,22.96,26.515,43,6.0032,157
2227,4/7/2011,2,0,4,15,0,4,1,1,24.6,31.06,38,7.0015,160
2228,4/7/2011,2,0,4,16,0,4,1,1,24.6,31.06,35,0,213
2229,4/7/2011,2,0,4,17,0,4,1,1,21.32,25,52,19.0012,343
2230,4/7/2011,2,0,4,18,0,4,1,1,19.68,23.485,55,16.9979,333
2231,4/7/2011,2,0,4,19,0,4,1,1,18.86,22.725,59,19.9995,226
2232,4/7/2011,2,0,4,20,0,4,1,1,18.04,21.97,62,11.0014,203
2233,4/7/2011,2,0,4,21,0,4,1,2,18.04,21.97,67,19.0012,108
2234,4/7/2011,2,0,4,22,0,4,1,2,16.4,20.455,76,12.998,81
2235,4/7/2011,2,0,4,23,0,4,1,1,15.58,19.695,76,16.9979,54
2236,4/8/2011,2,0,4,0,0,5,1,2,14.76,17.425,76,15.0013,25
2237,4/8/2011,2,0,4,1,0,5,1,2,13.94,16.665,76,8.9981,9
2238,4/8/2011,2,0,4,2,0,5,1,3,13.94,16.665,76,11.0014,13
2239,4/8/2011,2,0,4,3,0,5,1,3,13.94,16.665,76,11.0014,1
2240,4/8/2011,2,0,4,4,0,5,1,2,13.94,16.665,86,8.9981,1
2241,4/8/2011,2,0,4,5,0,5,1,2,13.12,15.91,87,12.998,9
2242,4/8/2011,2,0,4,6,0,5,1,2,13.94,18.18,87,0,35
2243,4/8/2011,2,0,4,7,0,5,1,3,13.94,16.665,87,11.0014,113
2244,4/8/2011,2,0,4,8,0,5,1,3,13.94,16.665,87,11.0014,221
2245,4/8/2011,2,0,4,9,0,5,1,2,14.76,17.425,76,12.998,185
2246,4/8/2011,2,0,4,10,0,5,1,2,14.76,16.665,71,19.0012,73
2247,4/8/2011,2,0,4,11,0,5,1,2,16.4,20.455,62,26.0027,98
2248,4/8/2011,2,0,4,12,0,5,1,3,15.58,19.695,66,15.0013,80
2249,4/8/2011,2,0,4,13,0,5,1,3,14.76,16.665,76,19.0012,42
2250,4/8/2011,2,0,4,14,0,5,1,3,13.94,15.91,87,15.0013,15
2251,4/8/2011,2,0,4,15,0,5,1,3,13.94,15.91,87,15.0013,25
2252,4/8/2011,2,0,4,16,0,5,1,2,13.12,15.15,93,16.9979,60
2253,4/8/2011,2,0,4,17,0,5,1,3,13.12,15.15,93,16.9979,148
2254,4/8/2011,2,0,4,18,0,5,1,3,13.12,15.15,93,16.9979,62
2255,4/8/2011,2,0,4,19,0,5,1,3,12.3,13.635,93,27.9993,53
2256,4/8/2011,2,0,4,20,0,5,1,2,12.3,13.635,93,22.0028,63
2257,4/8/2011,2,0,4,21,0,5,1,2,12.3,14.395,93,16.9979,54
2258,4/8/2011,2,0,4,22,0,5,1,2,12.3,13.635,93,19.9995,51
2259,4/8/2011,2,0,4,23,0,5,1,2,12.3,14.395,93,15.0013,35
2260,4/9/2011,2,0,4,0,0,6,0,2,12.3,14.395,87,15.0013,31
2261,4/9/2011,2,0,4,1,0,6,0,2,12.3,15.15,87,8.9981,20
2262,4/9/2011,2,0,4,2,0,6,0,2,13.12,15.15,87,15.0013,17
2263,4/9/2011,2,0,4,3,0,6,0,3,12.3,14.395,100,16.9979,14
2264,4/9/2011,2,0,4,4,0,6,0,3,12.3,13.635,100,16.9979,3
2265,4/9/2011,2,0,4,5,0,6,0,2,12.3,14.395,93,15.0013,5
2266,4/9/2011,2,0,4,6,0,6,0,2,12.3,14.395,93,12.998,13
2267,4/9/2011,2,0,4,7,0,6,0,2,12.3,15.15,93,11.0014,21
2268,4/9/2011,2,0,4,8,0,6,0,2,13.12,15.15,93,11.0014,54
2269,4/9/2011,2,0,4,9,0,6,0,2,13.94,17.425,87,7.0015,98
2270,4/9/2011,2,0,4,10,0,6,0,2,13.94,16.665,87,8.9981,133
2271,4/9/2011,2,0,4,11,0,6,0,2,14.76,18.18,81,0,142
2272,4/9/2011,2,0,4,12,0,6,0,2,14.76,17.425,81,8.9981,202
2273,4/9/2011,2,0,4,13,0,6,0,2,14.76,18.94,81,0,222
2274,4/9/2011,2,0,4,14,0,6,0,2,14.76,17.425,81,8.9981,212
2275,4/9/2011,2,0,4,15,0,6,0,2,14.76,18.94,87,0,201
2276,4/9/2011,2,0,4,16,0,6,0,2,15.58,19.695,82,0,191
2277,4/9/2011,2,0,4,17,0,6,0,2,15.58,19.695,82,6.0032,257
2278,4/9/2011,2,0,4,18,0,6,0,2,15.58,19.695,82,7.0015,177
2279,4/9/2011,2,0,4,19,0,6,0,2,15.58,19.695,82,8.9981,130
2280,4/9/2011,2,0,4,20,0,6,0,2,15.58,19.695,87,11.0014,93
2281,4/9/2011,2,0,4,21,0,6,0,2,14.76,17.425,93,8.9981,75
2282,4/9/2011,2,0,4,22,0,6,0,2,14.76,17.425,93,8.9981,87
2283,4/9/2011,2,0,4,23,0,6,0,2,15.58,19.695,87,6.0032,57
2284,4/10/2011,2,0,4,0,0,0,0,2,15.58,19.695,87,6.0032,53
2285,4/10/2011,2,0,4,1,0,0,0,2,15.58,19.695,87,8.9981,37
2286,4/10/2011,2,0,4,2,0,0,0,2,15.58,19.695,87,6.0032,36
2287,4/10/2011,2,0,4,3,0,0,0,2,15.58,19.695,87,8.9981,16
2288,4/10/2011,2,0,4,4,0,0,0,2,14.76,18.18,93,7.0015,5
2289,4/10/2011,2,0,4,5,0,0,0,2,14.76,18.18,93,6.0032,4
2290,4/10/2011,2,0,4,6,0,0,0,2,14.76,18.18,93,6.0032,4
2291,4/10/2011,2,0,4,7,0,0,0,2,14.76,18.18,100,6.0032,10
2292,4/10/2011,2,0,4,8,0,0,0,2,15.58,19.695,94,6.0032,55
2293,4/10/2011,2,0,4,9,0,0,0,2,15.58,19.695,94,8.9981,81
2294,4/10/2011,2,0,4,10,0,0,0,2,16.4,20.455,87,0,150
2295,4/10/2011,2,0,4,11,0,0,0,2,16.4,20.455,87,8.9981,202
2296,4/10/2011,2,0,4,12,0,0,0,2,17.22,21.21,88,8.9981,230
2297,4/10/2011,2,0,4,13,0,0,0,1,18.86,22.725,82,7.0015,263
2298,4/10/2011,2,0,4,14,0,0,0,1,20.5,24.24,72,12.998,281
2299,4/10/2011,2,0,4,15,0,0,0,1,20.5,24.24,77,15.0013,297
2300,4/10/2011,2,0,4,16,0,0,0,2,21.32,25,72,11.0014,288
2301,4/10/2011,2,0,4,17,0,0,0,2,21.32,25,72,12.998,236
2302,4/10/2011,2,0,4,18,0,0,0,1,20.5,24.24,77,12.998,240
2303,4/10/2011,2,0,4,19,0,0,0,1,20.5,24.24,77,12.998,131
2304,4/10/2011,2,0,4,20,0,0,0,1,18.86,22.725,82,8.9981,92
2305,4/10/2011,2,0,4,21,0,0,0,1,18.04,21.97,88,12.998,95
2306,4/10/2011,2,0,4,22,0,0,0,1,18.04,21.97,94,16.9979,57
2307,4/10/2011,2,0,4,23,0,0,0,1,18.86,22.725,88,23.9994,32
2308,4/11/2011,2,0,4,0,0,1,1,1,19.68,23.485,88,22.0028,23
2309,4/11/2011,2,0,4,1,0,1,1,1,18.86,22.725,94,19.0012,4
2310,4/11/2011,2,0,4,2,0,1,1,1,18.86,22.725,94,19.0012,9
2311,4/11/2011,2,0,4,4,0,1,1,1,18.86,22.725,94,12.998,1
2312,4/11/2011,2,0,4,5,0,1,1,1,18.86,22.725,94,12.998,13
2313,4/11/2011,2,0,4,6,0,1,1,2,18.86,22.725,100,15.0013,61
2314,4/11/2011,2,0,4,7,0,1,1,2,20.5,24.24,88,15.0013,176
2315,4/11/2011,2,0,4,8,0,1,1,2,21.32,25,88,19.0012,314
